User ID,Age,Gender,Location (City - Subarea),"Coordinates (X, Y)",Service Category Preferences,"Ratings (Plumbing, Housekeeping, etc.)",Number of Requests
3477,52,Male,Medea - Bordj Menaiel,"(36.267, 2.741)","Housekeeping / Cleaning, Personal Care (Home Services), Auto Repair, Electrical Services","Housekeeping / Cleaning (4.5), Personal Care (Home Services) (3.5), Auto Repair (4.2), Electrical Services (3.4)",9
3478,23,Male,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Tailoring & Alteration, Carpentry","Tailoring & Alteration (3.7), Carpentry (3.9)",7
3479,41,Male,Ghardaia - M'zab Valley,"(32.485, 3.666)","Plumbing, Electrical Services, Carpentry, Event Planning","Plumbing (3.1), Electrical Services (4.3), Carpentry (4.5), Event Planning (4.0)",9
3480,57,Female,Medea - Bordj Menaiel,"(36.267, 2.741)","Plumbing, Carpentry","Plumbing (3.9), Carpentry (4.1)",20
3481,40,Female,Illizi - Djanet,"(26.269, 9.484)","Babysitting & Childcare, Plastering & Tiling, Personal Care (Home Services)","Babysitting & Childcare (3.3), Plastering & Tiling (4.0), Personal Care (Home Services) (4.5)",11
3482,47,Female,Ouargla - Hassi Messaoud,"(32.49, 6.266)","Carpentry, Plumbing, Pest Control","Carpentry (4.9), Plumbing (4.2), Pest Control (3.4)",25
3483,34,Female,Setif - Belkhir,"(36.185, 5.404)","Personal Care (Home Services), Home Appliance Repair","Personal Care (Home Services) (4.5), Home Appliance Repair (3.2)",16
3484,42,Male,Blida - Chrea,"(36.482, 2.831)","Home Appliance Repair, Babysitting & Childcare","Home Appliance Repair (3.7), Babysitting & Childcare (4.8)",19
3485,57,Female,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)","Pest Control, Tutoring & Educational","Pest Control (4.8), Tutoring & Educational (4.7)",11
3486,29,Male,Mostaganem - Ain Nouissy,"(35.929, 0.089)","Event Planning, Tailoring & Alteration, Personal Care (Home Services), Babysitting & Childcare, Tutoring & Educational","Event Planning (4.0), Tailoring & Alteration (4.4), Personal Care (Home Services) (4.5), Babysitting & Childcare (4.7), Tutoring & Educational (4.2)",30
3487,45,Male,Medea - Bordj Menaiel,"(36.267, 2.741)","Babysitting & Childcare, Home Appliance Repair, Tailoring & Alteration, Event Planning, Plumbing","Babysitting & Childcare (4.3), Home Appliance Repair (4.1), Tailoring & Alteration (3.7), Event Planning (3.8), Plumbing (4.9)",17
3488,18,Female,Tiaret - Merine,"(35.371, 1.315)","Pest Control, Tutoring & Educational","Pest Control (3.6), Tutoring & Educational (4.3)",28
3489,30,Female,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Pest Control, Painting & Renovation","Pest Control (4.9), Painting & Renovation (3.1)",9
3490,41,Female,Mostaganem - Ain Nouissy,"(35.929, 0.089)","Tutoring & Educational, Painting & Renovation, Housekeeping / Cleaning, Personal Care (Home Services), Carpentry","Tutoring & Educational (4.1), Painting & Renovation (4.5), Housekeeping / Cleaning (3.5), Personal Care (Home Services) (3.1), Carpentry (4.1)",5
3491,57,Female,Batna - Aïn Touta,"(35.552, 5.804)","Painting & Renovation, Tailoring & Alteration","Painting & Renovation (4.0), Tailoring & Alteration (3.0)",13
3492,56,Female,Chlef - Tacheta,"(36.153, 1.333)","Housekeeping / Cleaning, Event Planning, Personal Care (Home Services), Home Appliance Repair","Housekeeping / Cleaning (3.8), Event Planning (3.1), Personal Care (Home Services) (5.0), Home Appliance Repair (3.7)",21
3493,33,Male,El Oued - Guemar,"(33.133, 6.9)","Event Planning, Home Appliance Repair, Tailoring & Alteration","Event Planning (4.9), Home Appliance Repair (4.7), Tailoring & Alteration (3.1)",26
3494,56,Female,Constantine - Ziadia,"(36.365, 6.613)","Personal Care (Home Services), Event Planning, Pest Control","Personal Care (Home Services) (3.8), Event Planning (5.0), Pest Control (4.0)",18
3495,60,Male,Ouargla - Hassi Messaoud,"(32.49, 6.266)","Home Appliance Repair, Plastering & Tiling","Home Appliance Repair (3.8), Plastering & Tiling (3.2)",12
3496,55,Male,Setif - Belkhir,"(36.185, 5.404)","Event Planning, Plastering & Tiling, Electrical Services, Tutoring & Educational","Event Planning (4.5), Plastering & Tiling (3.6), Electrical Services (4.7), Tutoring & Educational (4.4)",13
3497,37,Female,Adrar - Timimoun,"(27.46, 0.286)","Home Appliance Repair, Auto Repair","Home Appliance Repair (4.0), Auto Repair (4.5)",9
3498,60,Female,Skikda - La Cloche,"(36.866, 6.906)","Personal Care (Home Services), Auto Repair, Babysitting & Childcare, Plastering & Tiling, Plumbing","Personal Care (Home Services) (4.1), Auto Repair (4.9), Babysitting & Childcare (3.7), Plastering & Tiling (4.5), Plumbing (4.4)",22
3499,56,Male,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)","Pest Control, Plastering & Tiling, Personal Care (Home Services), Event Planning","Pest Control (4.3), Plastering & Tiling (4.8), Personal Care (Home Services) (4.3), Event Planning (3.5)",15
3500,30,Male,Bejaia - Tizi Rached,"(36.761, 5.748)","Housekeeping / Cleaning, Auto Repair, Personal Care (Home Services)","Housekeeping / Cleaning (3.9), Auto Repair (3.6), Personal Care (Home Services) (4.7)",13
3501,41,Male,Chlef - Tacheta,"(36.153, 1.333)","Plastering & Tiling, Tutoring & Educational","Plastering & Tiling (4.4), Tutoring & Educational (5.0)",18
3502,57,Female,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Tutoring & Educational, Home Appliance Repair, Pest Control, Plastering & Tiling","Tutoring & Educational (3.6), Home Appliance Repair (3.4), Pest Control (4.5), Plastering & Tiling (4.0)",13
3503,55,Male,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)","Plastering & Tiling, Auto Repair","Plastering & Tiling (4.8), Auto Repair (3.8)",11
3504,50,Male,Batna - Aïn Touta,"(35.552, 5.804)","Housekeeping / Cleaning, Event Planning, Tailoring & Alteration, Electrical Services, Plastering & Tiling","Housekeeping / Cleaning (3.4), Event Planning (3.2), Tailoring & Alteration (3.9), Electrical Services (3.1), Plastering & Tiling (4.2)",12
3505,24,Female,Mostaganem - Ain Nouissy,"(35.929, 0.089)","Painting & Renovation, Auto Repair, Electrical Services","Painting & Renovation (4.1), Auto Repair (3.0), Electrical Services (4.7)",6
3506,25,Female,M'sila - Ksar El Hirane,"(35.45, 4.52)","Event Planning, Housekeeping / Cleaning, Painting & Renovation, Personal Care (Home Services)","Event Planning (4.6), Housekeeping / Cleaning (4.8), Painting & Renovation (3.1), Personal Care (Home Services) (5.0)",9
3507,48,Female,M'sila - Ksar El Hirane,"(35.45, 4.52)","Event Planning, Painting & Renovation","Event Planning (4.5), Painting & Renovation (4.9)",7
3508,33,Female,M'sila - Ksar El Hirane,"(35.45, 4.52)","Pest Control, Plastering & Tiling, Painting & Renovation, Home Appliance Repair, Auto Repair","Pest Control (3.5), Plastering & Tiling (3.1), Painting & Renovation (3.8), Home Appliance Repair (4.1), Auto Repair (4.3)",25
3509,34,Female,Chlef - Tacheta,"(36.153, 1.333)","Carpentry, Electrical Services","Carpentry (4.9), Electrical Services (3.2)",27
3510,41,Male,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Pest Control, Plumbing","Pest Control (3.1), Plumbing (4.8)",7
3511,30,Female,Chlef - Tacheta,"(36.153, 1.333)","Auto Repair, Home Appliance Repair, Housekeeping / Cleaning, Event Planning","Auto Repair (4.3), Home Appliance Repair (5.0), Housekeeping / Cleaning (4.7), Event Planning (4.6)",13
3512,54,Female,Algiers - Sidi Abdallah,"(36.745, 3.25)","Auto Repair, Painting & Renovation, Electrical Services","Auto Repair (4.8), Painting & Renovation (4.4), Electrical Services (3.4)",9
3513,52,Male,Oran - El Hassi,"(35.72, -0.63)","Babysitting & Childcare, Pest Control, Carpentry, Auto Repair, Electrical Services","Babysitting & Childcare (3.8), Pest Control (3.9), Carpentry (3.7), Auto Repair (3.4), Electrical Services (3.1)",14
3514,52,Female,Ouargla - Hassi Messaoud,"(32.49, 6.266)","Event Planning, Plumbing, Plastering & Tiling","Event Planning (4.3), Plumbing (4.7), Plastering & Tiling (4.9)",26
3515,33,Female,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)","Babysitting & Childcare, Tutoring & Educational, Plumbing, Pest Control","Babysitting & Childcare (4.2), Tutoring & Educational (3.8), Plumbing (4.6), Pest Control (4.7)",12
3516,50,Female,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)","Auto Repair, Electrical Services, Housekeeping / Cleaning","Auto Repair (3.7), Electrical Services (3.7), Housekeeping / Cleaning (4.8)",18
3517,50,Female,Biskra - El Hassi,"(34.85, 5.72)","Home Appliance Repair, Event Planning, Auto Repair, Plumbing, Carpentry","Home Appliance Repair (3.4), Event Planning (4.0), Auto Repair (3.4), Plumbing (4.0), Carpentry (4.3)",10
3518,44,Male,Oran - El Hassi,"(35.72, -0.63)","Event Planning, Painting & Renovation","Event Planning (4.9), Painting & Renovation (3.2)",10
3519,59,Female,Medea - Bordj Menaiel,"(36.267, 2.741)","Personal Care (Home Services), Auto Repair, Plumbing, Carpentry","Personal Care (Home Services) (4.3), Auto Repair (4.2), Plumbing (4.0), Carpentry (4.2)",26
3520,19,Male,M'sila - Ksar El Hirane,"(35.45, 4.52)","Personal Care (Home Services), Painting & Renovation, Carpentry","Personal Care (Home Services) (3.2), Painting & Renovation (4.1), Carpentry (4.0)",30
3521,45,Male,Ouargla - Hassi Messaoud,"(32.49, 6.266)","Auto Repair, Babysitting & Childcare","Auto Repair (4.5), Babysitting & Childcare (3.7)",12
3522,60,Female,Mostaganem - Ain Nouissy,"(35.929, 0.089)","Auto Repair, Housekeeping / Cleaning, Tailoring & Alteration","Auto Repair (3.9), Housekeeping / Cleaning (3.5), Tailoring & Alteration (4.5)",26
3523,57,Female,Constantine - Ziadia,"(36.365, 6.613)","Tutoring & Educational, Carpentry, Auto Repair","Tutoring & Educational (3.6), Carpentry (4.9), Auto Repair (3.6)",29
3524,33,Male,Ghardaia - M'zab Valley,"(32.485, 3.666)","Auto Repair, Electrical Services","Auto Repair (4.2), Electrical Services (3.0)",25
3525,39,Female,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Electrical Services, Housekeeping / Cleaning","Electrical Services (3.9), Housekeeping / Cleaning (4.2)",5
3526,49,Male,Tiaret - Merine,"(35.371, 1.315)","Carpentry, Painting & Renovation, Babysitting & Childcare, Personal Care (Home Services), Tutoring & Educational","Carpentry (3.1), Painting & Renovation (4.6), Babysitting & Childcare (3.5), Personal Care (Home Services) (4.9), Tutoring & Educational (4.1)",15
3527,60,Male,M'sila - Ksar El Hirane,"(35.45, 4.52)","Event Planning, Home Appliance Repair, Auto Repair, Electrical Services","Event Planning (3.1), Home Appliance Repair (4.6), Auto Repair (3.2), Electrical Services (4.9)",11
3528,57,Male,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Event Planning, Tailoring & Alteration, Plumbing, Electrical Services","Event Planning (3.6), Tailoring & Alteration (3.8), Plumbing (3.2), Electrical Services (4.8)",29
3529,29,Female,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Event Planning, Plastering & Tiling, Pest Control","Event Planning (4.1), Plastering & Tiling (3.3), Pest Control (3.3)",23
3530,49,Female,Annaba - El Hadjar,"(36.862, 7.76)","Tailoring & Alteration, Pest Control, Carpentry, Electrical Services","Tailoring & Alteration (4.6), Pest Control (3.2), Carpentry (4.3), Electrical Services (3.5)",8
3531,18,Male,Biskra - El Hassi,"(34.85, 5.72)","Tailoring & Alteration, Carpentry, Personal Care (Home Services)","Tailoring & Alteration (3.4), Carpentry (3.0), Personal Care (Home Services) (4.5)",6
3532,58,Female,Tiaret - Merine,"(35.371, 1.315)","Plastering & Tiling, Painting & Renovation, Electrical Services","Plastering & Tiling (3.9), Painting & Renovation (4.8), Electrical Services (3.4)",8
3533,20,Female,Mostaganem - Ain Nouissy,"(35.929, 0.089)","Auto Repair, Babysitting & Childcare, Plumbing, Pest Control, Housekeeping / Cleaning","Auto Repair (4.3), Babysitting & Childcare (4.4), Plumbing (4.8), Pest Control (3.0), Housekeeping / Cleaning (4.4)",19
3534,52,Female,Ouargla - Hassi Messaoud,"(32.49, 6.266)","Event Planning, Plumbing, Personal Care (Home Services), Babysitting & Childcare","Event Planning (3.5), Plumbing (3.7), Personal Care (Home Services) (4.6), Babysitting & Childcare (4.9)",11
3535,54,Female,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Pest Control, Event Planning, Personal Care (Home Services), Babysitting & Childcare, Auto Repair","Pest Control (3.4), Event Planning (3.2), Personal Care (Home Services) (3.6), Babysitting & Childcare (4.1), Auto Repair (3.5)",27
3536,21,Female,Adrar - Timimoun,"(27.46, 0.286)","Home Appliance Repair, Plastering & Tiling","Home Appliance Repair (4.7), Plastering & Tiling (4.0)",7
3537,21,Male,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Tailoring & Alteration, Tutoring & Educational","Tailoring & Alteration (4.0), Tutoring & Educational (4.3)",18
3538,37,Female,Chlef - Tacheta,"(36.153, 1.333)","Personal Care (Home Services), Event Planning, Electrical Services, Pest Control","Personal Care (Home Services) (3.5), Event Planning (4.8), Electrical Services (3.6), Pest Control (4.7)",29
3539,50,Female,Setif - Belkhir,"(36.185, 5.404)","Painting & Renovation, Plumbing, Tailoring & Alteration, Housekeeping / Cleaning, Event Planning","Painting & Renovation (4.1), Plumbing (3.1), Tailoring & Alteration (3.8), Housekeeping / Cleaning (3.1), Event Planning (3.7)",10
3540,39,Female,Bejaia - Tizi Rached,"(36.761, 5.748)","Electrical Services, Auto Repair, Personal Care (Home Services), Housekeeping / Cleaning, Event Planning","Electrical Services (4.0), Auto Repair (3.5), Personal Care (Home Services) (3.8), Housekeeping / Cleaning (4.9), Event Planning (4.0)",15
3541,57,Female,Adrar - Timimoun,"(27.46, 0.286)","Auto Repair, Plumbing, Home Appliance Repair","Auto Repair (3.6), Plumbing (4.4), Home Appliance Repair (4.2)",20
3542,21,Male,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Tutoring & Educational, Auto Repair","Tutoring & Educational (3.1), Auto Repair (4.1)",28
3543,28,Female,Setif - Belkhir,"(36.185, 5.404)","Event Planning, Tutoring & Educational, Home Appliance Repair","Event Planning (4.7), Tutoring & Educational (3.1), Home Appliance Repair (4.7)",10
3544,43,Female,Chlef - Tacheta,"(36.153, 1.333)","Carpentry, Electrical Services, Babysitting & Childcare","Carpentry (3.3), Electrical Services (4.8), Babysitting & Childcare (3.3)",28
3545,53,Female,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)","Plumbing, Carpentry, Babysitting & Childcare","Plumbing (3.9), Carpentry (4.5), Babysitting & Childcare (4.3)",22
3546,54,Female,Medea - Bordj Menaiel,"(36.267, 2.741)","Pest Control, Tailoring & Alteration, Housekeeping / Cleaning, Auto Repair","Pest Control (3.1), Tailoring & Alteration (4.0), Housekeeping / Cleaning (3.1), Auto Repair (4.8)",22
3547,34,Female,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)","Personal Care (Home Services), Tailoring & Alteration, Electrical Services, Home Appliance Repair","Personal Care (Home Services) (3.1), Tailoring & Alteration (3.1), Electrical Services (3.6), Home Appliance Repair (4.6)",5
3548,52,Female,Chlef - Tacheta,"(36.153, 1.333)","Auto Repair, Plumbing, Plastering & Tiling, Carpentry, Electrical Services","Auto Repair (4.4), Plumbing (3.4), Plastering & Tiling (3.1), Carpentry (4.4), Electrical Services (3.4)",25
3549,32,Male,Annaba - El Hadjar,"(36.862, 7.76)","Event Planning, Home Appliance Repair, Personal Care (Home Services), Auto Repair, Electrical Services","Event Planning (4.3), Home Appliance Repair (4.9), Personal Care (Home Services) (4.5), Auto Repair (4.4), Electrical Services (3.8)",10
3550,25,Male,Setif - Belkhir,"(36.185, 5.404)","Home Appliance Repair, Painting & Renovation","Home Appliance Repair (3.7), Painting & Renovation (4.4)",20
3551,35,Female,Tiaret - Merine,"(35.371, 1.315)","Plumbing, Plastering & Tiling, Painting & Renovation, Babysitting & Childcare, Pest Control","Plumbing (4.8), Plastering & Tiling (4.6), Painting & Renovation (3.5), Babysitting & Childcare (3.9), Pest Control (3.1)",19
3552,39,Male,Adrar - Timimoun,"(27.46, 0.286)","Housekeeping / Cleaning, Plastering & Tiling, Pest Control","Housekeeping / Cleaning (4.6), Plastering & Tiling (3.3), Pest Control (3.2)",14
3553,20,Female,Skikda - La Cloche,"(36.866, 6.906)","Carpentry, Event Planning, Tailoring & Alteration, Personal Care (Home Services)","Carpentry (3.1), Event Planning (4.7), Tailoring & Alteration (4.2), Personal Care (Home Services) (4.4)",23
3554,53,Female,Tiaret - Merine,"(35.371, 1.315)","Painting & Renovation, Personal Care (Home Services), Carpentry, Tailoring & Alteration","Painting & Renovation (4.8), Personal Care (Home Services) (4.8), Carpentry (4.1), Tailoring & Alteration (3.2)",9
3555,40,Male,Tiaret - Merine,"(35.371, 1.315)","Electrical Services, Tutoring & Educational, Personal Care (Home Services), Auto Repair, Babysitting & Childcare","Electrical Services (4.1), Tutoring & Educational (4.7), Personal Care (Home Services) (3.7), Auto Repair (5.0), Babysitting & Childcare (4.7)",16
3556,57,Male,Annaba - El Hadjar,"(36.862, 7.76)","Plumbing, Home Appliance Repair, Electrical Services","Plumbing (3.8), Home Appliance Repair (3.2), Electrical Services (3.7)",5
3557,37,Male,Biskra - El Hassi,"(34.85, 5.72)","Tailoring & Alteration, Housekeeping / Cleaning","Tailoring & Alteration (4.2), Housekeeping / Cleaning (4.6)",28
3558,27,Male,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Pest Control, Personal Care (Home Services)","Pest Control (4.7), Personal Care (Home Services) (3.6)",30
3559,37,Male,Algiers - Sidi Abdallah,"(36.745, 3.25)","Babysitting & Childcare, Home Appliance Repair, Carpentry, Plastering & Tiling, Electrical Services","Babysitting & Childcare (4.3), Home Appliance Repair (4.2), Carpentry (3.0), Plastering & Tiling (4.0), Electrical Services (3.7)",13
3560,22,Female,El Oued - Guemar,"(33.133, 6.9)","Plumbing, Personal Care (Home Services), Carpentry, Home Appliance Repair","Plumbing (4.0), Personal Care (Home Services) (4.6), Carpentry (4.7), Home Appliance Repair (4.7)",25
3561,51,Female,Ouargla - Hassi Messaoud,"(32.49, 6.266)","Home Appliance Repair, Housekeeping / Cleaning, Electrical Services","Home Appliance Repair (4.7), Housekeeping / Cleaning (3.6), Electrical Services (3.3)",26
3562,35,Male,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Pest Control, Carpentry, Plastering & Tiling","Pest Control (3.1), Carpentry (4.4), Plastering & Tiling (3.8)",20
